symbol,date,open,high,low,close,volume,change,changePercent,vwap
MSFT,2021-09-09,300.82,302.14,297.0,297.25,19927000,-3.57,-1.19,299.3025
MSFT,2021-09-10,298.42,299.92,295.38,295.71,19633400,-2.71,-0.90812,297.3575
MSFT,2021-09-13,297.55,298.54,294.08,296.99,23652949,-0.56,-0.1882,296.79
MSFT,2021-09-14,299.56,301.39,298.1,299.79,21853433,0.23,0.07677928,299.71
MSFT,2021-09-15,303.26,305.32,301.82,304.82,28356304,1.56,0.51441,303.805
MSFT,2021-09-16,303.76,305.31,300.76,305.22,19550815,1.46,0.48064,303.7625
MSFT,2021-09-17,304.17,304.5,299.53,299.87,41372500,-4.3,-1.41,302.0175
MSFT,2021-09-20,296.33,298.72,289.52,294.3,38278700,-2.03,-0.68505,294.7175
MSFT,2021-09-21,295.69,297.54,294.07,294.8,22364103,-0.89,-0.30099,295.525
MSFT,2021-09-22,296.73,300.22,294.51,298.58,26626342,1.85,0.62346,297.51
MSFT,2021-09-23,298.85,300.9,297.53,299.56,18604601,0.715,0.23758,299.21
MSFT,2021-09-24,298.23,299.8,296.93,299.35,14999000,1.12,0.37555,298.5775
MSFT,2021-09-27,296.14,296.47,292.94,294.17,23571742,-1.97,-0.66523,294.93
MSFT,2021-09-28,289.8,290.78,282.75,283.52,43186237,-6.28,-2.17,286.7125
MSFT,2021-09-29,285.1,286.77,283.01,284.0,26353700,-1.1,-0.38583,284.72
MSFT,2021-09-30,285.71,287.83,281.62,281.92,32343635,-3.79,-1.33,284.27
MSFT,2021-10-01,282.12,289.98,281.29,289.1,30086300,6.98,2.47,285.6225
MSFT,2021-10-04,287.4,287.75,280.25,283.11,31350747,-4.29,-1.49,284.6275
MSFT,2021-10-05,284.05,290.4,284.05,288.76,24993024,4.71,1.66,286.815
MSFT,2021-10-06,285.78,293.63,285.51,293.11,28002600,7.33,2.56,289.5075
MSFT,2021-10-07,295.18,296.64,293.92,294.85,20430500,-0.325,-0.1118,295.1475
MSFT,2021-10-08,296.22,296.64,293.76,294.85,17685700,-1.37,-0.46249,295.3675
MSFT,2021-10-11,292.92,297.97,292.75,294.23,19298634,1.31,0.44722,294.4675
MSFT,2021-10-12,295.34,295.44,292.35,292.88,17974143,-2.46,-0.83294,294.0025
MSFT,2021-10-13,294.91,297.28,293.49,296.31,23424025,1.4,0.47472,295.4975
MSFT,2021-10-14,299.21,303.27,297.83,302.75,27262902,3.54,1.18,300.765
MSFT,2021-10-15,302.34,304.45,300.52,304.21,25384803,1.87,0.61851,302.88
MSFT,2021-10-18,303.57,308.21,302.69,307.29,22729300,3.72,1.23,305.44
MSFT,2021-10-19,308.35,309.3,307.22,308.23,17682139,-0.118,-0.03891682,308.275
MSFT,2021-10-20,309.21,309.7,306.11,307.41,16537100,-1.8,-0.58213,308.1075
MSFT,2021-10-21,307.17,311.02,306.36,310.76,16918100,3.59,1.17,308.8275
MSFT,2021-10-22,310.4,311.09,307.8,309.16,17449332,-1.24,-0.39948,309.6125
MSFT,2021-10-25,309.36,309.4,306.46,308.13,17554500,-1.23,-0.3976,308.3375
MSFT,2021-10-26,311.0,312.4,308.6,310.11,28107349,-0.89,-0.28617,310.5275
MSFT,2021-10-27,316.0,326.1,316.0,323.17,52588700,7.17,2.27,320.3175
MSFT,2021-10-28,324.33,324.87,321.36,324.35,26297943,0.025,0.00616656,323.7275
